,0,1,2
AT5G41480,AT5G41480,"79A,  A. THALIANA DHFS-FPGS HOMOLOG A,  ATDFA,  DFA,  DHFS-FPGS HOMOLOG A,  EMB9,  EMBRYO DEFECTIVE 9,  GLA1,  GLOBULAR ARREST1",Encodes a dihydrofolate synthetase based on yeast complementation experiments. This protein is involved in folate biosynthesis.
AT5G42150,AT5G42150,,Glutathione S-transferase family protein;(source:Araport11)
AT5G42370,AT5G42370,,Calcineurin-like metallo-phosphoesterase superfamily protein;(source:Araport11)
AT5G42470,AT5G42470,,BRCA1-A complex subunit BRE-like protein;(source:Araport11)
AT5G42600,AT5G42600,"MARNERAL SYNTHASE 1,  MRN1",Encodes an oxidosqualene synthase that produces the monocyclic triterpene marneral. Crucial for growth and development.
AT5G42650,AT5G42650,"ALLENE OXIDE SYNTHASE,  AOS,  CYP74A,  CYTOCHROME P450 74A,  DDE2,  DELAYED DEHISCENCE 2","Encodes a member of the  cytochrome p450 CYP74 gene family that functions as an allene oxide synthase. This enzyme catalyzes dehydration of the hydroperoxide to an unstable allene oxide in the JA biosynthetic pathway. It shows a dual catalytic activity, the major one being a 13-AOS but also expressing a 9-AOS activity.  CFA-Leu, CFA-Val, CFA-Met and CFA-Ala can induce the expression of AOS."
AT5G42800,AT5G42800,"DFR,  DIHYDROFLAVONOL 4-REDUCTASE,  M318,  TT3",dihydroflavonol reductase. Catalyzes the conversion of dihydroquercetin to leucocyanidin in the biosynthesis of anthocyanins. Not expressed in roots (qRT-PCR). The mRNA is cell-to-cell mobile.
AT5G43600,AT5G43600,"ARABIDOPSIS THALIANA ALLANTOATE AMIDOHYDROLASE 2,  ATAAH-2,  UAH,  UREIDOGLYCOLATE AMIDOHYDROLASE","Encodes a protein with ureidoglycolate amidohydrolase activity in vitro. It is 27% identical and 43% similar to the E. coli allantoate amidohydrolase (AAH), but, in vitro assays with purified protein and allantoate as a substrate do not show any increase in ammonium concentration, indicating that there this enzyme has no AAH activity. The mRNA is cell-to-cell mobile."
AT5G44200,AT5G44200,"ATCBP20,  CAP-BINDING PROTEIN 20,  CBP20",Encodes a nuclear cap-binding protein that forms a heterodimeric complex with ABH1 (ATCBP80) and is likely to participate in RNA metabolism. Its mRNA is ubiquitously expressed.Loss of function mutations suggest a role in processing of pri-miRNA and mRNA splicing.
AT5G44630,AT5G44630,,Encodes a sesquiterpene synthase involved in generating all of the group B sesquiterpenes found in the Arabidopsis floral volatile blend.  Strongly expressed in intrafloral nectaries.
AT5G45260,AT5G45260,"ARABIDOPSIS THALIANA WRKY DOMAIN PROTEIN 52,  ATWRKY52,  RESISTANT TO RALSTONIA SOLANACEARUM 1,  RRS1,  RRS1-R,  SENSITIVE TO LOW HUMIDITY 1,  SLH1","Confers resistance to Ralstonia solanacearum. Similar to NBLS-TIR resistance genes,and also contains similarity to transcription factors. Interacts with pathogen effector protein AvrPop2."
AT5G45900,AT5G45900,"APG7,  ATAPG7,  ATATG7,  ATG7,  AUTOPHAGY 7,  AUTOPHAGY-RELATED 7,  PEROXISOME UNUSUAL POSITIONING 4,  PEUP4",Component of autophagy conjugation pathway. Required for proper senescence. Contributes to plant basal immunity towards fungal infection.
AT5G46180,AT5G46180,"DELTA-OAT,  ORNITHINE-DELTA-AMINOTRANSFERASE","Encodes an ornithine delta-aminotransferase that is transcriptionally up-regulated in young seedlings and in response to salt stress. It is unlikely to play a role in salt-stress-induced proline accumulation, however, it appears to participate in arginine and ornithine catabolism."
AT5G46330,AT5G46330,"FLAGELLIN-SENSITIVE 2,  FLS2,  MPL12.8","Encodes a leucine-rich repeat serine/threonine protein kinase that is expressed ubiquitously. FLS2 is involved in MAP kinase signalling relay involved in innate immunity. Essential in the perception of flagellin, a potent elicitor of the defense response.  FLS2 is directed for degradation by the bacterial ubiquitin ligase AvrPtoB. The mRNA is cell-to-cell mobile."
AT5G47010,AT5G47010,"ATUPF1,  LBA1,  LOW-LEVEL BETA-AMYLASE 1,  UPF1","Required for nonsense-mediated mRNA decay. Involved in RNA interference. lba1 mutants has reduced sugar-induced expression of Atb-  amylase, is hypersensitive to glucose and abscisic acid and resistant to mannose, and shows early flowering, short day-sensitive growth, and seed germination phenotypes. The mRNA is cell-to-cell mobile."
AT5G47720,AT5G47720,"AACT1,  ACETOACETYL-COA THIOLASE 1",Encodes a functional acetoacetyl-CoA thiolase that is functionally redundant with AACT2.  Loss-of-function mutants show no apparent growth phenotypes.
AT5G48010,AT5G48010,"ARABIDOPSIS THALIANA THALIANOL SYNTHASE 1,  ATTHAS1,  THALIANOL SYNTHASE,  THALIANOL SYNTHASE 1,  THAS,  THAS1","Encodes an oxidosqualene cyclase involved in the  biosynthesis of thalianol, a tricyclic triterpenoid of unknown function. Overexpression of THAS leads to dwarfing in the aerial tissues of Arabidopsis plants, but increases their root length. THAS is part of a small operon-like cluster of genes (with At5g48000 (THAH) and At5g47990 (THAD)) involved in thalianol metabolism."
AT5G48840,AT5G48840,"ARABIDOPSIS THALIANA PANTOTHENATE SYNTHETASE,  ATPTS,  HOMOLOG OF BACTERIAL PANC,  PANC,  PANTOTHENATE SYNTHETASE,  PTS",Encodes a pantothenate synthetase that appears to be located in the cytosol. This protein is expected to play a role in pantothenate (vitamin B5) biosynthesis. Analysis of the catalytic properties of this enzyme indicate that it might be able to synthesize adequate amounts of pantothenate even in the presence of low levels of pantoate.
AT5G49650,AT5G49650,"XK-2,  XK2,  XYLULOSE KINASE 2,  XYLULOSE KINASE-2",Encodes a cytosolic protein capable of phosphorylating xylulose and deoxy-xylulose. It most likely plays a role in producing precursors for isoprenoid biosynthesis.
AT5G49810,AT5G49810,"METHIONINE S-METHYLTRANSFERASE,  MMT","Arabidopsis thaliana methionine S-methyltransferase, an enzyme that catalyzes S  -methylmethionine formation. The mRNA is cell-to-cell mobile."
AT5G50210,AT5G50210,"OLD5,  ONSET OF LEAF DEATH 5,  QS,  QUINOLINATE SYNTHASE,  SUFE3,  SULFUR E 3",Encodes an Fe-S binding protein with quinolinate synthase (QS) activity and cysteine desulfurase activator activity. The QS activity was demonstrated by functional complementation of corresponding E. coli mutants and complementation of embryo-lethal phenotypes of the QS homozygous null allele in Arabidopsis. The SufE domain of the protein also stimulates the cysteine desulfurase activity of CpNifS (AT1G08490) in vitro. This protein binds a (4Fe-Su)2+ cluster in its NadA domain and is localized in the chloroplast.
AT5G50375,AT5G50375,"CPI1,  CYCLOPROPYL ISOMERASE",Converts pentacyclic cyclopropyl sterols to conventional tetracyclic sterols. CPI1 function during and just after division and  support gravitropism by establishing polar PIN2 localization. Required for endocytosis of PIN2
AT5G51290,AT5G51290,"ACCELERATED CELL DEATH 5,  ACD5",Encodes a ceramide kinase that plays a role in modulating cell death.
AT5G51970,AT5G51970,"ATSDH,  SORBITOL DEHYDROGENASE","Encodes a sorbitol dehydrogenase  that exhibits greatest oxidative activity with sorbitol, ribitol and xylitol as substrates. SDH can be thiolated in vitro."
AT5G52560,AT5G52560,"ATUSP,  UDP-SUGAR PYROPHOSPHORYLASE,  USP","Encodes a protein with UTP:sugar 1-phosphate uridylyltransferase activity, which has been shown to use a wide range of substrates including glucose-1-P, galactose-1-P, xylose-1-P, arabinose-1-P and glucuronate-1-P. The enzyme was shown to require Mg2+ or Mn2+ for activity. Mutations in USP can lead to a complete loss of male fertility."
AT5G53000,AT5G53000,"2A PHOSPHATASE ASSOCIATED PROTEIN OF 46 KD,  TAP46",PP2A-associated protein with a possible function in the chilling response
AT5G53210,AT5G53210,"SPCH,  SPEECHLESS",Encodes a basic helix-loop-helix (bHLH) transcription factor that is necessary and sufficient for the asymmetric divisions that establish the stomatal lineage in Arabidopsis thaliana.  Expression of SPCH in young epidermal cells allows these cells to make asymmetric divisions.  SPCH is a substrate of a kinase MPK3 and MPK6. Its transcript levels change after inducing MUTE expression in a mute background.
AT5G53460,AT5G53460,"GLT1,  NADH-DEPENDENT GLUTAMATE SYNTHASE 1",NADH-dependent glutamate synthase The mRNA is cell-to-cell mobile.
AT5G53580,AT5G53580,"ATPLR1,  PLR1,  PYRIDOXAL REDUCTASE 1",NAD(P)-linked oxidoreductase superfamily protein;(source:Araport11)
AT5G53850,AT5G53850,"DEHYDRATASE-ENOLASE-PHOSPHATASE-COMPLEX 1,  DEP1",Encodes a trifunctional dehydratase / enolase / phosphatase involved in the methionine salvage.
AT5G54060,AT5G54060,"UDP-GLUCOSE:FLAVONOID 3-O-GLUCOSYLTRANSFERASE,  UDP-GLUCOSYL TRANSFERASE 79B1,  UF3GT,  UGT79B1","Encodes a anthocyanin 3-O-glucoside: 2""-O-xylosyl-transferase involved in anthocyanin modification that converts cyanidin 3-O-glucoside to cyanidin 3-O-xylosyl(1->2)glucoside.  Its preferred sugar donor is UDP-xylose."
AT5G54080,AT5G54080,"ATHGO,  HGO,  HOMOGENTISATE 1,2-DIOXYGENASE","Encodes a homogentisate 1,2-dioxygenase that can convert homogentisate to malylacetoacetate and is likely to be involved in tyrosine catabolism."
AT5G54160,AT5G54160,"ATCOMT,  ATOMT1,  CAFFEATE O-METHYLTRANSFERASE 1,  COMT1,  O-METHYLTRANSFERASE 1,  O-METHYLTRANSFERASE 3,  OMT1,  OMT3",A caffeic acid/5-hydroxyferulic acid O-methyltransferase. Interacts with 14-4-3 proteins in yeast 2 hybrid assay.  AtOMT1 (At5g54160) encodes a flavonol 3?-O-methyltransferase that is highly active towards quercetin and myricetin. The substrate specificity identifies the enzyme as flavonol 3?-methyltransferase which replaces the former annotation of the gene to encode a caffeic acid/5-hydroxyferulic acid O-methyltransferase The mRNA is cell-to-cell mobile.
AT5G54260,AT5G54260,"ARABIDOPSIS MEIOTIC RECOMBINATION 11,  ATMRE11,  MEIOTIC RECOMBINATION 11,  MRE11","DNA repair and meiotic recombination protein, component of MRE11 complex with RAD50 and NBS1"
AT5G55130,AT5G55130,"CNX5,  CO-FACTOR FOR NITRATE, REDUCTASE AND XANTHINE DEHYDROGENASE 5,  SIR1,  SIRTINOL RESISTANT 1",putative molybdopterin synthase sulphurylase (cnx5)
AT5G55500,AT5G55500,"ARABIDOPSIS THALIANA BETA-1,2-XYLOSYLTRANSFERASE,  ATXYLT,  BETA-1,2-XYLOSYLTRANSFERASE,  XYLT","Encodes a beta-1,2-xylosyltransferase that is glycosylated at two positions. The mRNA is cell-to-cell mobile."
AT5G55810,AT5G55810,"ATNMNAT,  NICOTINATE/NICOTINAMIDE MONONUCLEOTIDE ADENYLTRANSFERASE,  NMNAT",encodes a bi-functional enzyme that expresses both nicotinamide-nucleotide adenylyltransferase (2.7.7.1) and nicotinate-nucleotide adenylyltransferase (2.7.7.18)activity.
AT5G56090,AT5G56090,"COX15,  CYTOCHROME C OXIDASE 15","Encodes a homolog of COX15.  Microarray analysis show a 3.2 fold increase in transcription after treatment with rotenone, an electron transport chain inhibitor."
AT5G56290,AT5G56290,"ARABIDOPSIS PEROXIN 5,  ATPEX5,  EMB2790,  EMBRYO DEFECTIVE 2790,  PEROXIN 5,  PEX5","Encodes the peroxisomal targeting signal type 1 receptor that facilitates peroxisomal protein translocation. It recognizes proteins with the PTS1 consensus sequence (tripeptide SKL or a conserved variant) at the extreme C terminus.  The protein has several domains, including C-terminal tetratricopeptide repeat motifs which act in binding the C-terminal ""SKL"" targeting signal.  The mechanism of transport has been worked out in other organisms:  The receptor recognizes and binds cytosolic PTS1-containing proteins.  The PEX5-PTS1 complex binds a PEX14/PEX13 receptor complex at the peroxisome membrane and is translocated into the peroxisome matrix in a process dependent on PEX2,PEX10, and PEX12.  In the peroxisome matrix, PEX5 releases its cargo and is recycled to the cytosol in a process dependent on PEX1, PEX4, PEX6 and PEX22.  It is also involved, in conjunction with PEX7, in PTS1- and PTS2-dependent peroxisomal protein import.  RNAi experiments suggest that PEX5 is necessary for the maintenance of both glyoxysomal and leaf peroxisomal functions."
AT5G56580,AT5G56580,"ANQ1,  ARABIDOPSIS NQK1,  ARABIDOPSIS THALIANA MAP KINASE KINASE 6,  ATMKK6,  MAP KINASE KINASE 6,  MKK6,  SUMM4,  SUPPRESSOR OF MKK1 MKK2 4",Encodes a member of the MAP Kinase Kinase family of proteins. It can phosphorylate MPK12 in vitro and it can be dephosphorylated by MKP2 in vitro.
AT5G57030,AT5G57030,"LUT2,  LUTEIN DEFICIENT 2","Lutein-deficient 2 (LUT2) required for lutein biosynthesis, member of the xanthophyll class of carotenoids. Encodes lycopene epsilon cyclase"
AT5G57170,AT5G57170,"AT5G57170,  MDL1,  MIF/D-DT-LIKE 1",Chemokine-like MDL protein; modulates flowering time and innate immunity.
AT5G57560,AT5G57560,"ATXTH22,  TCH4,  TOUCH 4,  XTH22,  XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 22","Encodes a cell wall-modifying enzyme, rapidly upregulated in response to environmental stimuli."
AT5G57590,AT5G57590,"BIO1,  BIO3,  BIOTIN AUXOTROPH 1,  BIOTIN AUXOTROPH 3",Encodes a bifunctional enzyme with both dethiobiotin synthetase and diaminopelargonic acid aminotransferase activities that is involved in biotin synthesis.
AT5G57655,AT5G57655,,xylose isomerase family protein;(source:Araport11)
AT5G57850,AT5G57850,"4-AMINO-4-DEOXYCHORISMATE LYASE,  ADCL,  D-AA SPECIFIC TRANSAMINASE D-AAT,  DAT1",ADCL encodes a protein that acts as a 4-amino-4-deoxychorismate lyase. It catalyzes the production 4-aminobenzoate (pABA) production which is required for folate biosynthesis. The enzyme localizes to chloroplasts based on an import assay and GFP localization experiments. Involved in D-Amino Acid Stimulated Ethylene Production.
AT5G58220,AT5G58220,"ALLANTOIN SYNTHASE,  ALNS,  TRANSTHYRETIN-LIKE PROTEIN,  TTL","Encodes a transthyretin-like S-allantoin synthase protein that catalyzes two steps in the allantoin biosynthesis pathway by acting as a hydroxyisourate hydrolase and a 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline (OHCU) decarboxylase. Two alternatively spliced versions of the transcript give rise to a longer peroxisomally-targeted protein (AT5G58220.1  (called TTL1-)) and a slightly shorter cytoplasmic protein (AT5G58220.3 (called TTL2-)). Both have roughly equivalent enzymatic activity in vitro, but, allantoin biosynthesis is believed to occur in the peroxisome suggesting that the cytosolic form may participate in a different process."
AT5G58330,AT5G58330,"NADP-DEPENDENT MALATE DEHYDROGENASE,  NADP-MDH",lactate/malate dehydrogenase family protein;(source:Araport11)
AT5G58560,AT5G58560,"FARNESOL KINASE,  FOLK","FOLK is a farnesol kinase that can phosphorylate farnesol using an NTP donor. It can also phosphorylate geraniol, or geranylgeraniol, but it prefers farnesol in experiments performed using yeast membranes. folk loss-of-function mutants show ABA hypersensitivity in a seed germination assay and the mutants also exhibit abnormal flower development, including extra carpel formation, when subjected to water stress. The mRNA is cell-to-cell mobile."
AT5G58730,AT5G58730,"MIK,  MYO-INOSITOL KINASE",pfkB-like carbohydrate kinase family protein;(source:Araport11)
AT5G59440,AT5G59440,"ARABIDOPSIS THALIANA THYMIDYLATE KINASE.1,  ARABIDOPSIS THALIANA THYMIDYLATE KINASE.2,  ATTMPK.1,  ATTMPK.2,  ZEU1,  ZEUS1",Encodes thymidylate kinase which exists in two isoforms in plants. The longer variant of  263 amino acids with a N-terminal extension that is required for localization to the mitochondrion. The second isoform of 224 residues is localized to the cytoplasm and nucleoplasm. Peak of expression occurs during G1/S phase transition.
AT5G60600,AT5G60600,"4-HYDROXY-3-METHYLBUT-2-ENYL DIPHOSPHATE SYNTHASE,  CHLOROPLAST BIOGENESIS 4,  CLB4,  CONSTITUTIVE SUBTILISIN 3,  CSB3,  GCPE,  HDS,  ISPG","Encodes a chloroplast-localized  hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate (HMBPP) synthase (HDS), catalyzes the formation of HMBPP from 2-C-methyl-D-erythrytol 2,4-cyclodiphosphate (MEcPP).  The HDS enzyme controls the penultimate steps of the biosynthesis of IPP and dimethylallyl diphosphate (DMAPP) via the MEP pathway and may serve as a metabolic control point for SA-mediated disease resistance. In the light, the electrons required for the reaction catalyzed by HDS are directly provided by the electron flow from photosynthesis via ferredoxin. In the dark however, the enzyme requires an electron shuttle: ferredoxin-NADP+ reductase. The mRNA is cell-to-cell mobile."
AT5G61160,AT5G61160,"AACT1,  ACT,  ANTHOCYANIN 5-AROMATIC ACYLTRANSFERASE 1,  P-COUMAROYL-COA:AGMATINE N4-P-COUMAROYL TRANSFERASE",anthocyanin 5-aromatic acyltransferase 1;(source:Araport11)
